team1,team2,win
pet-pig,pet-elephant,1
pet-pig,pet-flamingo,2
pet-pig,pet-hedgehog,2
pet-pig,pet-peacock,1
pet-pig,pet-rat,1
pet-pig,pet-shrimp,2
pet-pig,pet-spider,1
pet-pig,pet-swan,2
pet-pig,pet-tabby-cat,2
pet-pig,pet-badger,1
pet-pig,pet-blowfish,1
pet-pig,pet-caterpillar,2
pet-pig,pet-camel,1
pet-pig,pet-hatching-chick,2
pet-pig,pet-giraffe,1
pet-pig,pet-kangaroo,2
pet-pig,pet-owl,2
pet-pig,pet-ox,1
pet-pig,pet-puppy,2
pet-pig,pet-rabbit,2
pet-pig,pet-sheep,1
pet-pig,pet-snail,2
pet-pig,pet-tropical-fish,1
pet-pig,pet-turtle,2
pet-pig,pet-whale,1
pet-pig,pet-bison,1
pet-pig,pet-buffalo,1
pet-pig,pet-deer,1
pet-pig,pet-dolphin,1
pet-pig,pet-hippo,1
pet-pig,pet-llama,1
pet-pig,pet-lobster,1
pet-pig,pet-monkey,2
pet-pig,pet-penguin,2
pet-pig,pet-poodle,2
pet-pig,pet-rooster,1
pet-pig,pet-skunk,1
pet-pig,pet-squirrel,2
pet-pig,pet-worm,2
pet-pig,pet-chicken,2
pet-pig,pet-cow,1
pet-pig,pet-crocodile,1
pet-pig,pet-eagle,1
pet-pig,pet-goat,1
pet-pig,pet-microbe,2
pet-pig,pet-parrot,2
pet-pig,pet-rhino,1
pet-pig,pet-scorpion,2
pet-pig,pet-seal,1
pet-pig,pet-turkey,1
pet-pig,pet-cat,1
pet-pig,pet-boar,1
pet-pig,pet-dragon,1
pet-pig,pet-fly,1
pet-pig,pet-gorilla,1
pet-pig,pet-leopard,1
pet-pig,pet-mammoth,1
pet-pig,pet-octopus,1
pet-pig,pet-sauropod,1
pet-pig,pet-snake,1
pet-pig,pet-tiger,2
pet-pig,pet-tyrannosaurus,1
pet-pig,pet-dirty-rat,2
pet-pig,pet-butterfly,2
pet-pig,pet-bee,2
pet-pig,pet-none,0
pet-sloth,pet-sloth,2
pet-sloth,pet-bat,1
pet-sloth,pet-crab,1
pet-sloth,pet-dodo,1
pet-sloth,pet-dog,1
pet-sloth,pet-dromedary,1
pet-sloth,pet-elephant,1
pet-sloth,pet-flamingo,2
pet-sloth,pet-hedgehog,1
pet-sloth,pet-peacock,1
pet-sloth,pet-rat,1
pet-sloth,pet-shrimp,1
pet-sloth,pet-spider,1
pet-sloth,pet-swan,1
pet-sloth,pet-tabby-cat,1
pet-sloth,pet-badger,1
pet-sloth,pet-blowfish,1
pet-sloth,pet-caterpillar,1
pet-sloth,pet-camel,1
pet-sloth,pet-hatching-chick,2
pet-sloth,pet-giraffe,1
pet-sloth,pet-kangaroo,1
pet-sloth,pet-owl,1
pet-sloth,pet-ox,1
pet-sloth,pet-puppy,2
pet-sloth,pet-rabbit,1
pet-sloth,pet-sheep,1
pet-sloth,pet-snail,1
pet-sloth,pet-tropical-fish,1
pet-sloth,pet-turtle,1
pet-sloth,pet-whale,1
pet-sloth,pet-bison,1
pet-sloth,pet-buffalo,1
pet-sloth,pet-deer,1
pet-sloth,pet-dolphin,1
pet-sloth,pet-hippo,1
pet-sloth,pet-llama,1
pet-sloth,pet-lobster,1
pet-sloth,pet-monkey,1
pet-sloth,pet-penguin,1
pet-sloth,pet-poodle,1
pet-sloth,pet-rooster,1
pet-sloth,pet-skunk,1
pet-sloth,pet-squirrel,1
pet-sloth,pet-worm,1
pet-sloth,pet-chicken,1
pet-sloth,pet-cow,1
pet-sloth,pet-crocodile,1
pet-sloth,pet-eagle,1
pet-sloth,pet-goat,1
pet-sloth,pet-microbe,2
pet-sloth,pet-parrot,1
pet-sloth,pet-rhino,1
pet-sloth,pet-scorpion,2
pet-sloth,pet-seal,1
pet-sloth,pet-turkey,1
pet-sloth,pet-cat,1
pet-sloth,pet-boar,1
pet-sloth,pet-dragon,1
pet-sloth,pet-fly,1
pet-sloth,pet-gorilla,1
pet-sloth,pet-leopard,1
pet-sloth,pet-mammoth,1
pet-sloth,pet-octopus,1
pet-sloth,pet-sauropod,1
pet-sloth,pet-snake,1
pet-sloth,pet-tiger,1
pet-sloth,pet-tyrannosaurus,1
pet-sloth,pet-dirty-rat,2
pet-sloth,pet-butterfly,2
pet-sloth,pet-bee,2
pet-sloth,pet-none,0
pet-bat,pet-bat,2
pet-bat,pet-crab,2
pet-bat,pet-dodo,2
pet-bat,pet-dog,2
pet-bat,pet-dromedary,2
pet-bat,pet-elephant,1
pet-bat,pet-flamingo,2
pet-bat,pet-hedgehog,2
pet-bat,pet-peacock,1
pet-bat,pet-rat,1
pet-bat,pet-shrimp,2
pet-bat,pet-spider,1
pet-bat,pet-swan,0
pet-bat,pet-tabby-cat,2
pet-bat,pet-badger,2
pet-bat,pet-blowfish,1
pet-bat,pet-caterpillar,0
pet-bat,pet-camel,1
pet-bat,pet-hatching-chick,0
pet-bat,pet-giraffe,1
pet-bat,pet-kangaroo,0
pet-bat,pet-owl,2
pet-bat,pet-ox,0
pet-bat,pet-puppy,0
pet-bat,pet-rabbit,2
pet-bat,pet-sheep,1
pet-bat,pet-snail,2
pet-bat,pet-tropical-fish,2
pet-bat,pet-turtle,0
pet-bat,pet-whale,1
pet-bat,pet-bison,1
pet-bat,pet-buffalo,1
pet-bat,pet-deer,1
pet-bat,pet-dolphin,1
pet-bat,pet-hippo,1
pet-bat,pet-llama,1
pet-bat,pet-lobster,1
pet-bat,pet-monkey,0
pet-bat,pet-penguin,0
pet-bat,pet-poodle,2
pet-bat,pet-rooster,1
pet-bat,pet-skunk,1
pet-bat,pet-squirrel,2
pet-bat,pet-worm,2
pet-bat,pet-chicken,0
pet-bat,pet-cow,1
pet-bat,pet-crocodile,1
pet-bat,pet-eagle,1
pet-bat,pet-goat,1
pet-bat,pet-microbe,0
pet-bat,pet-parrot,2
pet-bat,pet-rhino,1
pet-bat,pet-scorpion,0
pet-bat,pet-seal,1
pet-bat,pet-turkey,2
pet-bat,pet-cat,1
pet-bat,pet-boar,1
pet-bat,pet-dragon,1
pet-bat,pet-fly,1
pet-bat,pet-gorilla,1
pet-bat,pet-leopard,1
pet-bat,pet-mammoth,1
pet-bat,pet-octopus,1
pet-bat,pet-sauropod,1
pet-bat,pet-snake,1
pet-bat,pet-tiger,2
pet-bat,pet-tyrannosaurus,2
pet-bat,pet-dirty-rat,0
pet-bat,pet-butterfly,0
pet-bat,pet-bee,0
pet-bat,pet-none,0
pet-crab,pet-crab,2
pet-crab,pet-dodo,0
pet-crab,pet-dog,0
pet-crab,pet-dromedary,2
pet-crab,pet-elephant,1
pet-crab,pet-flamingo,2
pet-crab,pet-hedgehog,2
pet-crab,pet-peacock,2
pet-crab,pet-rat,1
pet-crab,pet-shrimp,0
pet-crab,pet-spider,2
pet-crab,pet-swan,0
pet-crab,pet-tabby-cat,2
pet-crab,pet-badger,1
pet-crab,pet-blowfish,1
pet-crab,pet-caterpillar,0
pet-crab,pet-camel,2
pet-crab,pet-hatching-chick,0
pet-crab,pet-giraffe,2
pet-crab,pet-kangaroo,0
pet-crab,pet-owl,2
pet-crab,pet-ox,0
pet-crab,pet-puppy,0
pet-crab,pet-rabbit,2
pet-crab,pet-sheep,1
pet-crab,pet-snail,0
pet-crab,pet-tropical-fish,2
pet-crab,pet-turtle,0
pet-crab,pet-whale,1
pet-crab,pet-bison,1
pet-crab,pet-buffalo,1
pet-crab,pet-deer,1
pet-crab,pet-dolphin,1
pet-crab,pet-hippo,1
pet-crab,pet-llama,1
pet-crab,pet-lobster,1
pet-crab,pet-monkey,0
pet-crab,pet-penguin,0
pet-crab,pet-poodle,0
pet-crab,pet-rooster,1
pet-crab,pet-skunk,1
pet-crab,pet-squirrel,0
pet-crab,pet-worm,0
pet-crab,pet-chicken,0
pet-crab,pet-cow,1
pet-crab,pet-crocodile,1
pet-crab,pet-eagle,1
pet-crab,pet-goat,1
pet-crab,pet-microbe,0
pet-crab,pet-parrot,2
pet-crab,pet-rhino,1
pet-crab,pet-scorpion,2
pet-crab,pet-seal,1
pet-crab,pet-turkey,1
pet-crab,pet-cat,1
pet-crab,pet-boar,1
pet-crab,pet-dragon,1
pet-crab,pet-fly,1
pet-crab,pet-gorilla,1
pet-crab,pet-leopard,1
pet-crab,pet-mammoth,1
pet-crab,pet-octopus,1
pet-crab,pet-sauropod,1
pet-crab,pet-snake,1
pet-crab,pet-tiger,2
pet-crab,pet-tyrannosaurus,1
pet-crab,pet-dirty-rat,0
pet-crab,pet-butterfly,2
pet-crab,pet-bee,0
pet-crab,pet-none,0
pet-dodo,pet-dodo,2
pet-dodo,pet-dog,0
pet-dodo,pet-dromedary,2
pet-dodo,pet-elephant,1
pet-dodo,pet-flamingo,2
pet-dodo,pet-hedgehog,2
pet-dodo,pet-peacock,1
pet-dodo,pet-rat,1
pet-dodo,pet-shrimp,2
pet-dodo,pet-spider,2
pet-dodo,pet-swan,0
pet-dodo,pet-tabby-cat,1
pet-dodo,pet-badger,1
pet-dodo,pet-blowfish,1
pet-dodo,pet-caterpillar,0
pet-dodo,pet-camel,1
pet-dodo,pet-hatching-chick,0
pet-dodo,pet-giraffe,1
pet-dodo,pet-kangaroo,0
pet-dodo,pet-owl,1
pet-dodo,pet-ox,0
pet-dodo,pet-puppy,0
pet-dodo,pet-rabbit,2
pet-dodo,pet-sheep,1
pet-dodo,pet-snail,0
pet-dodo,pet-tropical-fish,2
pet-dodo,pet-turtle,0
pet-dodo,pet-whale,1
pet-dodo,pet-bison,1
pet-dodo,pet-buffalo,1
pet-dodo,pet-deer,1
pet-dodo,pet-dolphin,1
pet-dodo,pet-hippo,1
pet-dodo,pet-llama,1
pet-dodo,pet-lobster,1
pet-dodo,pet-monkey,0
pet-dodo,pet-penguin,0
pet-dodo,pet-poodle,0
pet-dodo,pet-rooster,1
pet-dodo,pet-skunk,1
pet-dodo,pet-squirrel,0
pet-dodo,pet-worm,0
pet-dodo,pet-chicken,0
pet-dodo,pet-cow,1
pet-dodo,pet-crocodile,1
pet-dodo,pet-eagle,1
pet-dodo,pet-goat,1
pet-dodo,pet-microbe,0
pet-dodo,pet-parrot,1
pet-dodo,pet-rhino,1
pet-dodo,pet-scorpion,2
pet-dodo,pet-seal,1
pet-dodo,pet-turkey,1
pet-dodo,pet-cat,1
pet-dodo,pet-boar,1
pet-dodo,pet-dragon,1
pet-dodo,pet-fly,1
pet-dodo,pet-gorilla,1
pet-dodo,pet-leopard,1
pet-dodo,pet-mammoth,1
pet-dodo,pet-octopus,1
pet-dodo,pet-sauropod,1
pet-dodo,pet-snake,1
pet-dodo,pet-tiger,1
pet-dodo,pet-tyrannosaurus,1
pet-dodo,pet-dirty-rat,0
pet-dodo,pet-butterfly,2
pet-dodo,pet-bee,0
pet-dodo,pet-none,0
pet-dog,pet-dog,2
pet-dog,pet-dromedary,1
pet-dog,pet-elephant,1
pet-dog,pet-flamingo,2
pet-dog,pet-hedgehog,2
pet-dog,pet-peacock,1
pet-dog,pet-rat,1
pet-dog,pet-shrimp,1
pet-dog,pet-spider,1
pet-dog,pet-swan,2
pet-dog,pet-tabby-cat,1
pet-dog,pet-badger,1
pet-dog,pet-blowfish,1
pet-dog,pet-caterpillar,2
pet-dog,pet-camel,1
pet-dog,pet-hatching-chick,0
pet-dog,pet-giraffe,1
pet-dog,pet-kangaroo,0
pet-dog,pet-owl,1
pet-dog,pet-ox,2
pet-dog,pet-puppy,0
pet-dog,pet-rabbit,2
pet-dog,pet-sheep,1
pet-dog,pet-snail,2
pet-dog,pet-tropical-fish,1
pet-dog,pet-turtle,0
pet-dog,pet-whale,1
pet-dog,pet-bison,1
pet-dog,pet-buffalo,1
pet-dog,pet-deer,1
pet-dog,pet-dolphin,1
pet-dog,pet-hippo,1
pet-dog,pet-llama,1
pet-dog,pet-lobster,1
pet-dog,pet-monkey,0
pet-dog,pet-penguin,0
pet-dog,pet-poodle,2
pet-dog,pet-rooster,1
pet-dog,pet-skunk,1
pet-dog,pet-squirrel,2
pet-dog,pet-worm,2
pet-dog,pet-chicken,0
pet-dog,pet-cow,1
pet-dog,pet-crocodile,1
pet-dog,pet-eagle,1
pet-dog,pet-goat,1
pet-dog,pet-microbe,0
pet-dog,pet-parrot,1
pet-dog,pet-rhino,1
pet-dog,pet-scorpion,2
pet-dog,pet-seal,1
pet-dog,pet-turkey,1
pet-dog,pet-cat,1
pet-dog,pet-boar,1
pet-dog,pet-dragon,1
pet-dog,pet-fly,1
pet-dog,pet-gorilla,1
pet-dog,pet-leopard,1
pet-dog,pet-mammoth,1
pet-dog,pet-octopus,1
pet-dog,pet-sauropod,1
pet-dog,pet-snake,1
pet-dog,pet-tiger,1
pet-dog,pet-tyrannosaurus,1
pet-dog,pet-dirty-rat,0
pet-dog,pet-butterfly,2
pet-dog,pet-bee,0
pet-dog,pet-none,0
pet-dromedary,pet-dromedary,2
pet-dromedary,pet-elephant,1
pet-dromedary,pet-flamingo,0
pet-dromedary,pet-hedgehog,2
pet-dromedary,pet-peacock,1
pet-dromedary,pet-rat,1
pet-dromedary,pet-shrimp,2
pet-dromedary,pet-spider,2
pet-dromedary,pet-swan,0
pet-dromedary,pet-tabby-cat,1
pet-dromedary,pet-badger,1
pet-dromedary,pet-blowfish,1
pet-dromedary,pet-caterpillar,0
pet-dromedary,pet-camel,1
pet-dromedary,pet-hatching-chick,0
pet-dromedary,pet-giraffe,1
pet-dromedary,pet-kangaroo,0
pet-dromedary,pet-owl,1
pet-dromedary,pet-ox,0
pet-dromedary,pet-puppy,0
pet-dromedary,pet-rabbit,0
pet-dromedary,pet-sheep,1
pet-dromedary,pet-snail,0
pet-dromedary,pet-tropical-fish,2
pet-dromedary,pet-turtle,0
pet-dromedary,pet-whale,1
pet-dromedary,pet-bison,1
pet-dromedary,pet-buffalo,1
pet-dromedary,pet-deer,1
pet-dromedary,pet-dolphin,1
pet-dromedary,pet-hippo,1
pet-dromedary,pet-llama,1
pet-dromedary,pet-lobster,1
pet-dromedary,pet-monkey,0
pet-dromedary,pet-penguin,0
pet-dromedary,pet-poodle,0
pet-dromedary,pet-rooster,1
pet-dromedary,pet-skunk,1
pet-dromedary,pet-squirrel,0
pet-dromedary,pet-worm,0
pet-dromedary,pet-chicken,0
pet-dromedary,pet-cow,1
pet-dromedary,pet-crocodile,1
pet-dromedary,pet-eagle,1
pet-dromedary,pet-goat,1
pet-dromedary,pet-microbe,0
pet-dromedary,pet-parrot,1
pet-dromedary,pet-rhino,1
pet-dromedary,pet-scorpion,2
pet-dromedary,pet-seal,1
pet-dromedary,pet-turkey,2
pet-dromedary,pet-cat,1
pet-dromedary,pet-boar,1
pet-dromedary,pet-dragon,1
pet-dromedary,pet-fly,1
pet-dromedary,pet-gorilla,1
pet-dromedary,pet-leopard,1
pet-dromedary,pet-mammoth,1
pet-dromedary,pet-octopus,1
pet-dromedary,pet-sauropod,1
pet-dromedary,pet-snake,1
pet-dromedary,pet-tiger,1
pet-dromedary,pet-tyrannosaurus,1
pet-dromedary,pet-dirty-rat,0
pet-dromedary,pet-butterfly,2
pet-dromedary,pet-bee,0
pet-dromedary,pet-none,0
pet-elephant,pet-elephant,2
pet-elephant,pet-flamingo,0
pet-elephant,pet-hedgehog,2
pet-elephant,pet-peacock,2
pet-elephant,pet-rat,2
pet-elephant,pet-shrimp,0
pet-elephant,pet-spider,0
pet-elephant,pet-swan,0
pet-elephant,pet-tabby-cat,2
pet-elephant,pet-badger,1
pet-elephant,pet-blowfish,1
pet-elephant,pet-caterpillar,0
pet-elephant,pet-camel,0
pet-elephant,pet-hatching-chick,0
pet-elephant,pet-giraffe,0
pet-elephant,pet-kangaroo,0
pet-elephant,pet-owl,2
pet-elephant,pet-ox,0
pet-elephant,pet-puppy,0
pet-elephant,pet-rabbit,0
pet-elephant,pet-sheep,2
pet-elephant,pet-snail,0
pet-elephant,pet-tropical-fish,0
pet-elephant,pet-turtle,0
pet-elephant,pet-whale,1
pet-elephant,pet-bison,1
pet-elephant,pet-buffalo,1
pet-elephant,pet-deer,1
pet-elephant,pet-dolphin,1
pet-elephant,pet-hippo,1
pet-elephant,pet-llama,2
pet-elephant,pet-lobster,2
pet-elephant,pet-monkey,0
pet-elephant,pet-penguin,0
pet-elephant,pet-poodle,0
pet-elephant,pet-rooster,1
pet-elephant,pet-skunk,1
pet-elephant,pet-squirrel,0
pet-elephant,pet-worm,0
pet-elephant,pet-chicken,0
pet-elephant,pet-cow,2
pet-elephant,pet-crocodile,1
pet-elephant,pet-eagle,1
pet-elephant,pet-goat,2
pet-elephant,pet-microbe,0
pet-elephant,pet-parrot,2
pet-elephant,pet-rhino,1
pet-elephant,pet-scorpion,2
pet-elephant,pet-seal,1
pet-elephant,pet-turkey,2
pet-elephant,pet-cat,2
pet-elephant,pet-boar,1
pet-elephant,pet-dragon,1
pet-elephant,pet-fly,1
pet-elephant,pet-gorilla,1
pet-elephant,pet-leopard,1
pet-elephant,pet-mammoth,1
pet-elephant,pet-octopus,1
pet-elephant,pet-sauropod,1
pet-elephant,pet-snake,1
pet-elephant,pet-tiger,0
pet-elephant,pet-tyrannosaurus,1
pet-elephant,pet-dirty-rat,0
pet-elephant,pet-butterfly,2
pet-elephant,pet-bee,0
pet-elephant,pet-none,0
pet-flamingo,pet-flamingo,2
pet-flamingo,pet-hedgehog,2
pet-flamingo,pet-peacock,1
pet-flamingo,pet-rat,1
pet-flamingo,pet-shrimp,2
pet-flamingo,pet-spider,1
pet-flamingo,pet-swan,2
pet-flamingo,pet-tabby-cat,2
pet-flamingo,pet-badger,1
pet-flamingo,pet-blowfish,1
pet-flamingo,pet-caterpillar,2
pet-flamingo,pet-camel,1
pet-flamingo,pet-hatching-chick,2
pet-flamingo,pet-giraffe,1
pet-flamingo,pet-kangaroo,2
pet-flamingo,pet-owl,2
pet-flamingo,pet-ox,1
pet-flamingo,pet-puppy,2
pet-flamingo,pet-rabbit,2
pet-flamingo,pet-sheep,1
pet-flamingo,pet-snail,2
pet-flamingo,pet-tropical-fish,1
pet-flamingo,pet-turtle,2
pet-flamingo,pet-whale,1
pet-flamingo,pet-bison,1
pet-flamingo,pet-buffalo,1
pet-flamingo,pet-deer,1
pet-flamingo,pet-dolphin,1
pet-flamingo,pet-hippo,1
pet-flamingo,pet-llama,1
pet-flamingo,pet-lobster,1
pet-flamingo,pet-monkey,2
pet-flamingo,pet-penguin,2
pet-flamingo,pet-poodle,2
pet-flamingo,pet-rooster,1
pet-flamingo,pet-skunk,1
pet-flamingo,pet-squirrel,2
pet-flamingo,pet-worm,2
pet-flamingo,pet-chicken,2
pet-flamingo,pet-cow,1
pet-flamingo,pet-crocodile,1
pet-flamingo,pet-eagle,1
pet-flamingo,pet-goat,1
pet-flamingo,pet-microbe,2
pet-flamingo,pet-parrot,2
pet-flamingo,pet-rhino,1
pet-flamingo,pet-scorpion,2
pet-flamingo,pet-seal,1
pet-flamingo,pet-turkey,1
pet-flamingo,pet-cat,1
pet-flamingo,pet-boar,1
pet-flamingo,pet-dragon,1
pet-flamingo,pet-fly,1
pet-flamingo,pet-gorilla,1
pet-flamingo,pet-leopard,1
pet-flamingo,pet-mammoth,1
pet-flamingo,pet-octopus,1
pet-flamingo,pet-sauropod,1
pet-flamingo,pet-snake,1
pet-flamingo,pet-tiger,2
pet-flamingo,pet-tyrannosaurus,1
pet-flamingo,pet-dirty-rat,2
pet-flamingo,pet-butterfly,2
pet-flamingo,pet-bee,2
pet-flamingo,pet-none,0
pet-hedgehog,pet-hedgehog,2
pet-hedgehog,pet-peacock,2
pet-hedgehog,pet-rat,0
pet-hedgehog,pet-shrimp,2
pet-hedgehog,pet-spider,1
pet-hedgehog,pet-swan,0
pet-hedgehog,pet-tabby-cat,2
pet-hedgehog,pet-badger,2
pet-hedgehog,pet-blowfish,2
pet-hedgehog,pet-caterpillar,0
pet-hedgehog,pet-camel,2
pet-hedgehog,pet-hatching-chick,0
pet-hedgehog,pet-giraffe,2
pet-hedgehog,pet-kangaroo,0
pet-hedgehog,pet-owl,2
pet-hedgehog,pet-ox,2
pet-hedgehog,pet-puppy,0
pet-hedgehog,pet-rabbit,2
pet-hedgehog,pet-sheep,1
pet-hedgehog,pet-snail,2
pet-hedgehog,pet-tropical-fish,2
pet-hedgehog,pet-turtle,0
pet-hedgehog,pet-whale,1
pet-hedgehog,pet-bison,1
pet-hedgehog,pet-buffalo,2
pet-hedgehog,pet-deer,2
pet-hedgehog,pet-dolphin,1
pet-hedgehog,pet-hippo,1
pet-hedgehog,pet-llama,1
pet-hedgehog,pet-lobster,2
pet-hedgehog,pet-monkey,0
pet-hedgehog,pet-penguin,0
pet-hedgehog,pet-poodle,2
pet-hedgehog,pet-rooster,2
pet-hedgehog,pet-skunk,1
pet-hedgehog,pet-squirrel,2
pet-hedgehog,pet-worm,2
pet-hedgehog,pet-chicken,0
pet-hedgehog,pet-cow,1
pet-hedgehog,pet-crocodile,1
pet-hedgehog,pet-eagle,1
pet-hedgehog,pet-goat,1
pet-hedgehog,pet-microbe,0
pet-hedgehog,pet-parrot,2
pet-hedgehog,pet-rhino,1
pet-hedgehog,pet-scorpion,2
pet-hedgehog,pet-seal,1
pet-hedgehog,pet-turkey,2
pet-hedgehog,pet-cat,2
pet-hedgehog,pet-boar,1
pet-hedgehog,pet-dragon,1
pet-hedgehog,pet-fly,1
pet-hedgehog,pet-gorilla,1
pet-hedgehog,pet-leopard,1
pet-hedgehog,pet-mammoth,1
pet-hedgehog,pet-octopus,1
pet-hedgehog,pet-sauropod,1
pet-hedgehog,pet-snake,1
pet-hedgehog,pet-tiger,2
pet-hedgehog,pet-tyrannosaurus,2
pet-hedgehog,pet-dirty-rat,0
pet-hedgehog,pet-butterfly,2
pet-hedgehog,pet-bee,0
pet-hedgehog,pet-none,0
pet-peacock,pet-peacock,2
pet-peacock,pet-rat,2
pet-peacock,pet-shrimp,0
pet-peacock,pet-spider,0
pet-peacock,pet-swan,0
pet-peacock,pet-tabby-cat,1
pet-peacock,pet-badger,1
pet-peacock,pet-blowfish,1
pet-peacock,pet-caterpillar,0
pet-peacock,pet-camel,0
pet-peacock,pet-hatching-chick,0
pet-peacock,pet-giraffe,0
pet-peacock,pet-kangaroo,0
pet-peacock,pet-owl,1
pet-peacock,pet-ox,0
pet-peacock,pet-puppy,0
pet-peacock,pet-rabbit,0
pet-peacock,pet-sheep,2
pet-peacock,pet-snail,0
pet-peacock,pet-tropical-fish,0
pet-peacock,pet-turtle,0
pet-peacock,pet-whale,1
pet-peacock,pet-bison,1
pet-peacock,pet-buffalo,1
pet-peacock,pet-deer,1
pet-peacock,pet-dolphin,1
pet-peacock,pet-hippo,1
pet-peacock,pet-llama,1
pet-peacock,pet-lobster,2
pet-peacock,pet-monkey,0
pet-peacock,pet-penguin,0
pet-peacock,pet-poodle,0
pet-peacock,pet-rooster,1
pet-peacock,pet-skunk,1
pet-peacock,pet-squirrel,0
pet-peacock,pet-worm,0
pet-peacock,pet-chicken,0
pet-peacock,pet-cow,1
pet-peacock,pet-crocodile,1
pet-peacock,pet-eagle,1
pet-peacock,pet-goat,1
pet-peacock,pet-microbe,0
pet-peacock,pet-parrot,1
pet-peacock,pet-rhino,1
pet-peacock,pet-scorpion,2
pet-peacock,pet-seal,1
pet-peacock,pet-turkey,2
pet-peacock,pet-cat,2
pet-peacock,pet-boar,1
pet-peacock,pet-dragon,1
pet-peacock,pet-fly,1
pet-peacock,pet-gorilla,1
pet-peacock,pet-leopard,1
pet-peacock,pet-mammoth,1
pet-peacock,pet-octopus,1
pet-peacock,pet-sauropod,1
pet-peacock,pet-snake,1
pet-peacock,pet-tiger,2
pet-peacock,pet-tyrannosaurus,1
pet-peacock,pet-dirty-rat,0
pet-peacock,pet-butterfly,0
pet-peacock,pet-bee,0
pet-peacock,pet-none,0
pet-rat,pet-rat,0
pet-rat,pet-shrimp,0
pet-rat,pet-spider,0
pet-rat,pet-swan,0
pet-rat,pet-tabby-cat,1
pet-rat,pet-badger,1
pet-rat,pet-blowfish,1
pet-rat,pet-caterpillar,0
pet-rat,pet-camel,0
pet-rat,pet-hatching-chick,0
pet-rat,pet-giraffe,0
pet-rat,pet-kangaroo,0
pet-rat,pet-owl,1
pet-rat,pet-ox,0
pet-rat,pet-puppy,0
pet-rat,pet-rabbit,0
pet-rat,pet-sheep,2
pet-rat,pet-snail,0
pet-rat,pet-tropical-fish,0
pet-rat,pet-turtle,0
pet-rat,pet-whale,2
pet-rat,pet-bison,1
pet-rat,pet-buffalo,1
pet-rat,pet-deer,1
pet-rat,pet-dolphin,1
pet-rat,pet-hippo,2
pet-rat,pet-llama,2
pet-rat,pet-lobster,2
pet-rat,pet-monkey,0
pet-rat,pet-penguin,0
pet-rat,pet-poodle,0
pet-rat,pet-rooster,1
pet-rat,pet-skunk,1
pet-rat,pet-squirrel,0
pet-rat,pet-worm,0
pet-rat,pet-chicken,0
pet-rat,pet-cow,2
pet-rat,pet-crocodile,1
pet-rat,pet-eagle,1
pet-rat,pet-goat,2
pet-rat,pet-microbe,0
pet-rat,pet-parrot,1
pet-rat,pet-rhino,1
pet-rat,pet-scorpion,2
pet-rat,pet-seal,2
pet-rat,pet-turkey,0
pet-rat,pet-cat,2
pet-rat,pet-boar,1
pet-rat,pet-dragon,1
pet-rat,pet-fly,1
pet-rat,pet-gorilla,1
pet-rat,pet-leopard,1
pet-rat,pet-mammoth,1
pet-rat,pet-octopus,1
pet-rat,pet-sauropod,1
pet-rat,pet-snake,1
pet-rat,pet-tiger,0
pet-rat,pet-tyrannosaurus,1
pet-rat,pet-dirty-rat,0
pet-rat,pet-butterfly,2
pet-rat,pet-bee,0
pet-rat,pet-none,0
pet-shrimp,pet-shrimp,2
pet-shrimp,pet-spider,2
pet-shrimp,pet-swan,0
pet-shrimp,pet-tabby-cat,1
pet-shrimp,pet-badger,1
pet-shrimp,pet-blowfish,1
pet-shrimp,pet-caterpillar,0
pet-shrimp,pet-camel,1
pet-shrimp,pet-hatching-chick,0
pet-shrimp,pet-giraffe,1
pet-shrimp,pet-kangaroo,0
pet-shrimp,pet-owl,1
pet-shrimp,pet-ox,0
pet-shrimp,pet-puppy,0
pet-shrimp,pet-rabbit,2
pet-shrimp,pet-sheep,1
pet-shrimp,pet-snail,0
pet-shrimp,pet-tropical-fish,2
pet-shrimp,pet-turtle,0
pet-shrimp,pet-whale,1
pet-shrimp,pet-bison,1
pet-shrimp,pet-buffalo,1
pet-shrimp,pet-deer,1
pet-shrimp,pet-dolphin,1
pet-shrimp,pet-hippo,1
pet-shrimp,pet-llama,1
pet-shrimp,pet-lobster,1
pet-shrimp,pet-monkey,0
pet-shrimp,pet-penguin,0
pet-shrimp,pet-poodle,0
pet-shrimp,pet-rooster,1
pet-shrimp,pet-skunk,1
pet-shrimp,pet-squirrel,0
pet-shrimp,pet-worm,0
pet-shrimp,pet-chicken,0
pet-shrimp,pet-cow,1
pet-shrimp,pet-crocodile,1
pet-shrimp,pet-eagle,1
pet-shrimp,pet-goat,1
pet-shrimp,pet-microbe,0
pet-shrimp,pet-parrot,1
pet-shrimp,pet-rhino,1
pet-shrimp,pet-scorpion,2
pet-shrimp,pet-seal,1
pet-shrimp,pet-turkey,1
pet-shrimp,pet-cat,1
pet-shrimp,pet-boar,1
pet-shrimp,pet-dragon,1
pet-shrimp,pet-fly,1
pet-shrimp,pet-gorilla,1
pet-shrimp,pet-leopard,1
pet-shrimp,pet-mammoth,1
pet-shrimp,pet-octopus,1
pet-shrimp,pet-sauropod,1
pet-shrimp,pet-snake,1
pet-shrimp,pet-tiger,1
pet-shrimp,pet-tyrannosaurus,1
pet-shrimp,pet-dirty-rat,0
pet-shrimp,pet-butterfly,2
pet-shrimp,pet-bee,0
pet-shrimp,pet-none,0
pet-spider,pet-spider,2
