team1,team2,win
pet-spider,pet-swan,0
pet-spider,pet-tabby-cat,2
pet-spider,pet-badger,2
pet-spider,pet-blowfish,1
pet-spider,pet-caterpillar,0
pet-spider,pet-camel,1
pet-spider,pet-hatching-chick,0
pet-spider,pet-giraffe,2
pet-spider,pet-kangaroo,0
pet-spider,pet-owl,2
pet-spider,pet-ox,0
pet-spider,pet-puppy,0
pet-spider,pet-rabbit,0
pet-spider,pet-sheep,1
pet-spider,pet-snail,0
pet-spider,pet-tropical-fish,2
pet-spider,pet-turtle,0
pet-spider,pet-whale,2
pet-spider,pet-bison,1
pet-spider,pet-buffalo,1
pet-spider,pet-deer,1
pet-spider,pet-dolphin,1
pet-spider,pet-hippo,1
pet-spider,pet-llama,1
pet-spider,pet-lobster,1
pet-spider,pet-monkey,0
pet-spider,pet-penguin,0
pet-spider,pet-poodle,0
pet-spider,pet-rooster,1
pet-spider,pet-skunk,1
pet-spider,pet-squirrel,0
pet-spider,pet-worm,0
pet-spider,pet-chicken,0
pet-spider,pet-cow,1
pet-spider,pet-crocodile,1
pet-spider,pet-eagle,1
pet-spider,pet-goat,2
pet-spider,pet-microbe,0
pet-spider,pet-parrot,2
pet-spider,pet-rhino,1
pet-spider,pet-scorpion,0
pet-spider,pet-seal,1
pet-spider,pet-turkey,2
pet-spider,pet-cat,1
pet-spider,pet-boar,1
pet-spider,pet-dragon,1
pet-spider,pet-fly,1
pet-spider,pet-gorilla,1
pet-spider,pet-leopard,1
pet-spider,pet-mammoth,1
pet-spider,pet-octopus,1
pet-spider,pet-sauropod,1
pet-spider,pet-snake,1
pet-spider,pet-tiger,2
pet-spider,pet-tyrannosaurus,2
pet-spider,pet-dirty-rat,0
pet-spider,pet-butterfly,0
pet-spider,pet-bee,0
pet-spider,pet-none,0
pet-swan,pet-swan,2
pet-swan,pet-tabby-cat,1
pet-swan,pet-badger,1
pet-swan,pet-blowfish,1
pet-swan,pet-caterpillar,2
pet-swan,pet-camel,1
pet-swan,pet-hatching-chick,0
pet-swan,pet-giraffe,1
pet-swan,pet-kangaroo,0
pet-swan,pet-owl,1
pet-swan,pet-ox,1
pet-swan,pet-puppy,0
pet-swan,pet-rabbit,1
pet-swan,pet-sheep,1
pet-swan,pet-snail,2
pet-swan,pet-tropical-fish,1
pet-swan,pet-turtle,0
pet-swan,pet-whale,1
pet-swan,pet-bison,1
pet-swan,pet-buffalo,1
pet-swan,pet-deer,1
pet-swan,pet-dolphin,1
pet-swan,pet-hippo,1
pet-swan,pet-llama,1
pet-swan,pet-lobster,1
pet-swan,pet-monkey,0
pet-swan,pet-penguin,0
pet-swan,pet-poodle,2
pet-swan,pet-rooster,1
pet-swan,pet-skunk,1
pet-swan,pet-squirrel,2
pet-swan,pet-worm,2
pet-swan,pet-chicken,0
pet-swan,pet-cow,1
pet-swan,pet-crocodile,1
pet-swan,pet-eagle,1
pet-swan,pet-goat,1
pet-swan,pet-microbe,0
pet-swan,pet-parrot,1
pet-swan,pet-rhino,1
pet-swan,pet-scorpion,2
pet-swan,pet-seal,1
pet-swan,pet-turkey,1
pet-swan,pet-cat,1
pet-swan,pet-boar,1
pet-swan,pet-dragon,1
pet-swan,pet-fly,1
pet-swan,pet-gorilla,1
pet-swan,pet-leopard,1
pet-swan,pet-mammoth,1
pet-swan,pet-octopus,1
pet-swan,pet-sauropod,1
pet-swan,pet-snake,1
pet-swan,pet-tiger,1
pet-swan,pet-tyrannosaurus,1
pet-swan,pet-dirty-rat,0
pet-swan,pet-butterfly,2
pet-swan,pet-bee,0
pet-swan,pet-none,0
pet-tabby-cat,pet-tabby-cat,2
pet-tabby-cat,pet-badger,2
pet-tabby-cat,pet-blowfish,2
pet-tabby-cat,pet-caterpillar,0
pet-tabby-cat,pet-camel,0
pet-tabby-cat,pet-hatching-chick,0
pet-tabby-cat,pet-giraffe,0
pet-tabby-cat,pet-kangaroo,0
pet-tabby-cat,pet-owl,2
pet-tabby-cat,pet-ox,0
pet-tabby-cat,pet-puppy,0
pet-tabby-cat,pet-rabbit,2
pet-tabby-cat,pet-sheep,1
pet-tabby-cat,pet-snail,0
pet-tabby-cat,pet-tropical-fish,0
pet-tabby-cat,pet-turtle,0
pet-tabby-cat,pet-whale,1
pet-tabby-cat,pet-bison,1
pet-tabby-cat,pet-buffalo,2
pet-tabby-cat,pet-deer,2
pet-tabby-cat,pet-dolphin,1
pet-tabby-cat,pet-hippo,1
pet-tabby-cat,pet-llama,1
pet-tabby-cat,pet-lobster,2
pet-tabby-cat,pet-monkey,0
pet-tabby-cat,pet-penguin,0
pet-tabby-cat,pet-poodle,0
pet-tabby-cat,pet-rooster,1
pet-tabby-cat,pet-skunk,1
pet-tabby-cat,pet-squirrel,0
pet-tabby-cat,pet-worm,0
pet-tabby-cat,pet-chicken,0
pet-tabby-cat,pet-cow,1
pet-tabby-cat,pet-crocodile,1
pet-tabby-cat,pet-eagle,1
pet-tabby-cat,pet-goat,1
pet-tabby-cat,pet-microbe,0
pet-tabby-cat,pet-parrot,2
pet-tabby-cat,pet-rhino,1
pet-tabby-cat,pet-scorpion,2
pet-tabby-cat,pet-seal,1
pet-tabby-cat,pet-turkey,2
pet-tabby-cat,pet-cat,2
pet-tabby-cat,pet-boar,1
pet-tabby-cat,pet-dragon,1
pet-tabby-cat,pet-fly,2
pet-tabby-cat,pet-gorilla,1
pet-tabby-cat,pet-leopard,1
pet-tabby-cat,pet-mammoth,1
pet-tabby-cat,pet-octopus,1
pet-tabby-cat,pet-sauropod,1
pet-tabby-cat,pet-snake,1
pet-tabby-cat,pet-tiger,2
pet-tabby-cat,pet-tyrannosaurus,2
pet-tabby-cat,pet-dirty-rat,0
pet-tabby-cat,pet-butterfly,2
pet-tabby-cat,pet-bee,0
pet-tabby-cat,pet-none,0
pet-badger,pet-badger,2
pet-badger,pet-blowfish,0
pet-badger,pet-caterpillar,0
pet-badger,pet-camel,0
pet-badger,pet-hatching-chick,0
pet-badger,pet-giraffe,0
pet-badger,pet-kangaroo,0
pet-badger,pet-owl,2
pet-badger,pet-ox,0
pet-badger,pet-puppy,0
pet-badger,pet-rabbit,0
pet-badger,pet-sheep,1
pet-badger,pet-snail,0
pet-badger,pet-tropical-fish,0
pet-badger,pet-turtle,0
pet-badger,pet-whale,2
pet-badger,pet-bison,2
pet-badger,pet-buffalo,2
pet-badger,pet-deer,2
pet-badger,pet-dolphin,1
pet-badger,pet-hippo,2
pet-badger,pet-llama,2
pet-badger,pet-lobster,2
pet-badger,pet-monkey,0
pet-badger,pet-penguin,0
pet-badger,pet-poodle,0
pet-badger,pet-rooster,1
pet-badger,pet-skunk,2
pet-badger,pet-squirrel,0
pet-badger,pet-worm,0
pet-badger,pet-chicken,0
pet-badger,pet-cow,2
pet-badger,pet-crocodile,2
pet-badger,pet-eagle,1
pet-badger,pet-goat,2
pet-badger,pet-microbe,0
pet-badger,pet-parrot,2
pet-badger,pet-rhino,2
pet-badger,pet-scorpion,2
pet-badger,pet-seal,2
pet-badger,pet-turkey,0
pet-badger,pet-cat,2
pet-badger,pet-boar,2
pet-badger,pet-dragon,2
pet-badger,pet-fly,2
pet-badger,pet-gorilla,2
pet-badger,pet-leopard,2
pet-badger,pet-mammoth,2
pet-badger,pet-octopus,2
pet-badger,pet-sauropod,1
pet-badger,pet-snake,2
pet-badger,pet-tiger,2
pet-badger,pet-tyrannosaurus,2
pet-badger,pet-dirty-rat,0
pet-badger,pet-butterfly,2
pet-badger,pet-bee,0
pet-badger,pet-none,0
pet-blowfish,pet-blowfish,0
pet-blowfish,pet-caterpillar,0
pet-blowfish,pet-camel,0
pet-blowfish,pet-hatching-chick,0
pet-blowfish,pet-giraffe,0
pet-blowfish,pet-kangaroo,0
pet-blowfish,pet-owl,2
pet-blowfish,pet-ox,0
pet-blowfish,pet-puppy,0
pet-blowfish,pet-rabbit,0
pet-blowfish,pet-sheep,0
pet-blowfish,pet-snail,0
pet-blowfish,pet-tropical-fish,0
pet-blowfish,pet-turtle,0
pet-blowfish,pet-whale,2
pet-blowfish,pet-bison,1
pet-blowfish,pet-buffalo,1
pet-blowfish,pet-deer,2
pet-blowfish,pet-dolphin,1
pet-blowfish,pet-hippo,2
pet-blowfish,pet-llama,2
pet-blowfish,pet-lobster,0
pet-blowfish,pet-monkey,0
pet-blowfish,pet-penguin,0
pet-blowfish,pet-poodle,0
pet-blowfish,pet-rooster,1
pet-blowfish,pet-skunk,1
pet-blowfish,pet-squirrel,0
pet-blowfish,pet-worm,0
pet-blowfish,pet-chicken,0
pet-blowfish,pet-cow,2
pet-blowfish,pet-crocodile,1
pet-blowfish,pet-eagle,1
pet-blowfish,pet-goat,2
pet-blowfish,pet-microbe,0
pet-blowfish,pet-parrot,2
pet-blowfish,pet-rhino,1
pet-blowfish,pet-scorpion,2
pet-blowfish,pet-seal,2
pet-blowfish,pet-turkey,0
pet-blowfish,pet-cat,0
pet-blowfish,pet-boar,1
pet-blowfish,pet-dragon,1
pet-blowfish,pet-fly,1
pet-blowfish,pet-gorilla,1
pet-blowfish,pet-leopard,1
pet-blowfish,pet-mammoth,1
pet-blowfish,pet-octopus,1
pet-blowfish,pet-sauropod,1
pet-blowfish,pet-snake,1
pet-blowfish,pet-tiger,0
pet-blowfish,pet-tyrannosaurus,1
pet-blowfish,pet-dirty-rat,0
pet-blowfish,pet-butterfly,0
pet-blowfish,pet-bee,0
pet-blowfish,pet-none,0
pet-caterpillar,pet-caterpillar,2
pet-caterpillar,pet-camel,1
pet-caterpillar,pet-hatching-chick,0
pet-caterpillar,pet-giraffe,1
pet-caterpillar,pet-kangaroo,0
pet-caterpillar,pet-owl,1
pet-caterpillar,pet-ox,1
pet-caterpillar,pet-puppy,0
pet-caterpillar,pet-rabbit,1
pet-caterpillar,pet-sheep,1
pet-caterpillar,pet-snail,2
pet-caterpillar,pet-tropical-fish,1
pet-caterpillar,pet-turtle,0
pet-caterpillar,pet-whale,1
pet-caterpillar,pet-bison,1
pet-caterpillar,pet-buffalo,1
pet-caterpillar,pet-deer,1
pet-caterpillar,pet-dolphin,1
pet-caterpillar,pet-hippo,1
pet-caterpillar,pet-llama,1
pet-caterpillar,pet-lobster,1
pet-caterpillar,pet-monkey,0
pet-caterpillar,pet-penguin,0
pet-caterpillar,pet-poodle,2
pet-caterpillar,pet-rooster,1
pet-caterpillar,pet-skunk,1
pet-caterpillar,pet-squirrel,2
pet-caterpillar,pet-worm,2
pet-caterpillar,pet-chicken,0
pet-caterpillar,pet-cow,1
pet-caterpillar,pet-crocodile,1
pet-caterpillar,pet-eagle,1
pet-caterpillar,pet-goat,1
pet-caterpillar,pet-microbe,0
pet-caterpillar,pet-parrot,1
pet-caterpillar,pet-rhino,1
pet-caterpillar,pet-scorpion,2
pet-caterpillar,pet-seal,1
pet-caterpillar,pet-turkey,1
pet-caterpillar,pet-cat,1
pet-caterpillar,pet-boar,1
pet-caterpillar,pet-dragon,1
pet-caterpillar,pet-fly,1
pet-caterpillar,pet-gorilla,1
pet-caterpillar,pet-leopard,1
pet-caterpillar,pet-mammoth,1
pet-caterpillar,pet-octopus,1
pet-caterpillar,pet-sauropod,1
pet-caterpillar,pet-snake,1
pet-caterpillar,pet-tiger,1
pet-caterpillar,pet-tyrannosaurus,1
pet-caterpillar,pet-dirty-rat,0
pet-caterpillar,pet-butterfly,2
pet-caterpillar,pet-bee,0
pet-caterpillar,pet-none,0
pet-camel,pet-camel,2
pet-camel,pet-hatching-chick,0
pet-camel,pet-giraffe,2
pet-camel,pet-kangaroo,0
pet-camel,pet-owl,1
pet-camel,pet-ox,0
pet-camel,pet-puppy,0
pet-camel,pet-rabbit,0
pet-camel,pet-sheep,2
pet-camel,pet-snail,0
pet-camel,pet-tropical-fish,0
pet-camel,pet-turtle,0
pet-camel,pet-whale,1
pet-camel,pet-bison,1
pet-camel,pet-buffalo,1
pet-camel,pet-deer,1
pet-camel,pet-dolphin,1
pet-camel,pet-hippo,1
pet-camel,pet-llama,1
pet-camel,pet-lobster,1
pet-camel,pet-monkey,0
pet-camel,pet-penguin,0
pet-camel,pet-poodle,0
pet-camel,pet-rooster,1
pet-camel,pet-skunk,1
pet-camel,pet-squirrel,0
pet-camel,pet-worm,0
pet-camel,pet-chicken,0
pet-camel,pet-cow,1
pet-camel,pet-crocodile,1
pet-camel,pet-eagle,1
pet-camel,pet-goat,1
pet-camel,pet-microbe,0
pet-camel,pet-parrot,1
pet-camel,pet-rhino,1
pet-camel,pet-scorpion,2
pet-camel,pet-seal,1
pet-camel,pet-turkey,2
pet-camel,pet-cat,1
pet-camel,pet-boar,1
pet-camel,pet-dragon,1
pet-camel,pet-fly,1
pet-camel,pet-gorilla,1
pet-camel,pet-leopard,1
pet-camel,pet-mammoth,1
pet-camel,pet-octopus,1
pet-camel,pet-sauropod,1
pet-camel,pet-snake,1
pet-camel,pet-tiger,2
pet-camel,pet-tyrannosaurus,1
pet-camel,pet-dirty-rat,0
pet-camel,pet-butterfly,2
pet-camel,pet-bee,0
pet-camel,pet-none,0
pet-hatching-chick,pet-hatching-chick,2
pet-hatching-chick,pet-giraffe,1
pet-hatching-chick,pet-kangaroo,1
pet-hatching-chick,pet-owl,1
pet-hatching-chick,pet-ox,1
pet-hatching-chick,pet-puppy,2
pet-hatching-chick,pet-rabbit,1
pet-hatching-chick,pet-sheep,1
pet-hatching-chick,pet-snail,1
pet-hatching-chick,pet-tropical-fish,1
pet-hatching-chick,pet-turtle,1
pet-hatching-chick,pet-whale,1
pet-hatching-chick,pet-bison,1
pet-hatching-chick,pet-buffalo,1
pet-hatching-chick,pet-deer,1
pet-hatching-chick,pet-dolphin,1
pet-hatching-chick,pet-hippo,1
pet-hatching-chick,pet-llama,1
pet-hatching-chick,pet-lobster,1
pet-hatching-chick,pet-monkey,1
pet-hatching-chick,pet-penguin,1
pet-hatching-chick,pet-poodle,1
pet-hatching-chick,pet-rooster,1
pet-hatching-chick,pet-skunk,1
pet-hatching-chick,pet-squirrel,1
pet-hatching-chick,pet-worm,1
pet-hatching-chick,pet-chicken,1
pet-hatching-chick,pet-cow,1
pet-hatching-chick,pet-crocodile,1
pet-hatching-chick,pet-eagle,1
pet-hatching-chick,pet-goat,1
pet-hatching-chick,pet-microbe,2
pet-hatching-chick,pet-parrot,1
pet-hatching-chick,pet-rhino,1
pet-hatching-chick,pet-scorpion,2
pet-hatching-chick,pet-seal,1
pet-hatching-chick,pet-turkey,1
pet-hatching-chick,pet-cat,1
pet-hatching-chick,pet-boar,1
pet-hatching-chick,pet-dragon,1
pet-hatching-chick,pet-fly,1
pet-hatching-chick,pet-gorilla,1
pet-hatching-chick,pet-leopard,1
pet-hatching-chick,pet-mammoth,1
pet-hatching-chick,pet-octopus,1
pet-hatching-chick,pet-sauropod,1
pet-hatching-chick,pet-snake,1
pet-hatching-chick,pet-tiger,1
pet-hatching-chick,pet-tyrannosaurus,1
pet-hatching-chick,pet-dirty-rat,2
pet-hatching-chick,pet-butterfly,2
pet-hatching-chick,pet-bee,2
pet-hatching-chick,pet-none,0
pet-giraffe,pet-giraffe,2
pet-giraffe,pet-kangaroo,0
pet-giraffe,pet-owl,1
pet-giraffe,pet-ox,0
pet-giraffe,pet-puppy,0
pet-giraffe,pet-rabbit,0
pet-giraffe,pet-sheep,2
pet-giraffe,pet-snail,0
pet-giraffe,pet-tropical-fish,0
pet-giraffe,pet-turtle,0
pet-giraffe,pet-whale,1
pet-giraffe,pet-bison,1
pet-giraffe,pet-buffalo,1
pet-giraffe,pet-deer,1
pet-giraffe,pet-dolphin,1
pet-giraffe,pet-hippo,1
pet-giraffe,pet-llama,1
pet-giraffe,pet-lobster,1
pet-giraffe,pet-monkey,0
pet-giraffe,pet-penguin,0
pet-giraffe,pet-poodle,0
pet-giraffe,pet-rooster,1
pet-giraffe,pet-skunk,1
pet-giraffe,pet-squirrel,0
pet-giraffe,pet-worm,0
pet-giraffe,pet-chicken,0
pet-giraffe,pet-cow,1
pet-giraffe,pet-crocodile,1
pet-giraffe,pet-eagle,1
pet-giraffe,pet-goat,1
pet-giraffe,pet-microbe,0
pet-giraffe,pet-parrot,1
pet-giraffe,pet-rhino,1
pet-giraffe,pet-scorpion,2
pet-giraffe,pet-seal,1
pet-giraffe,pet-turkey,2
pet-giraffe,pet-cat,1
pet-giraffe,pet-boar,1
pet-giraffe,pet-dragon,1
pet-giraffe,pet-fly,1
pet-giraffe,pet-gorilla,1
pet-giraffe,pet-leopard,1
pet-giraffe,pet-mammoth,1
pet-giraffe,pet-octopus,1
pet-giraffe,pet-sauropod,1
pet-giraffe,pet-snake,1
pet-giraffe,pet-tiger,2
pet-giraffe,pet-tyrannosaurus,1
pet-giraffe,pet-dirty-rat,0
pet-giraffe,pet-butterfly,2
pet-giraffe,pet-bee,0
pet-giraffe,pet-none,0
pet-kangaroo,pet-kangaroo,2
pet-kangaroo,pet-owl,1
pet-kangaroo,pet-ox,1
pet-kangaroo,pet-puppy,0
pet-kangaroo,pet-rabbit,1
pet-kangaroo,pet-sheep,1
pet-kangaroo,pet-snail,1
pet-kangaroo,pet-tropical-fish,1
pet-kangaroo,pet-turtle,2
pet-kangaroo,pet-whale,1
pet-kangaroo,pet-bison,1
pet-kangaroo,pet-buffalo,1
pet-kangaroo,pet-deer,1
pet-kangaroo,pet-dolphin,1
pet-kangaroo,pet-hippo,1
pet-kangaroo,pet-llama,1
pet-kangaroo,pet-lobster,1
pet-kangaroo,pet-monkey,2
pet-kangaroo,pet-penguin,2
pet-kangaroo,pet-poodle,1
pet-kangaroo,pet-rooster,1
pet-kangaroo,pet-skunk,1
pet-kangaroo,pet-squirrel,1
pet-kangaroo,pet-worm,1
pet-kangaroo,pet-chicken,2
pet-kangaroo,pet-cow,1
pet-kangaroo,pet-crocodile,1
pet-kangaroo,pet-eagle,1
pet-kangaroo,pet-goat,1
pet-kangaroo,pet-microbe,0
pet-kangaroo,pet-parrot,1
pet-kangaroo,pet-rhino,1
pet-kangaroo,pet-scorpion,2
pet-kangaroo,pet-seal,1
pet-kangaroo,pet-turkey,1
pet-kangaroo,pet-cat,1
pet-kangaroo,pet-boar,1
pet-kangaroo,pet-dragon,1
pet-kangaroo,pet-fly,1
pet-kangaroo,pet-gorilla,1
pet-kangaroo,pet-leopard,1
pet-kangaroo,pet-mammoth,1
pet-kangaroo,pet-octopus,1
pet-kangaroo,pet-sauropod,1
pet-kangaroo,pet-snake,1
pet-kangaroo,pet-tiger,1
pet-kangaroo,pet-tyrannosaurus,1
pet-kangaroo,pet-dirty-rat,0
pet-kangaroo,pet-butterfly,2
pet-kangaroo,pet-bee,0
pet-kangaroo,pet-none,0
pet-owl,pet-owl,2
pet-owl,pet-ox,0
pet-owl,pet-puppy,0
pet-owl,pet-rabbit,2
pet-owl,pet-sheep,1
pet-owl,pet-snail,0
pet-owl,pet-tropical-fish,0
pet-owl,pet-turtle,0
pet-owl,pet-whale,1
pet-owl,pet-bison,1
pet-owl,pet-buffalo,2
pet-owl,pet-deer,2
pet-owl,pet-dolphin,1
pet-owl,pet-hippo,1
pet-owl,pet-llama,1
pet-owl,pet-lobster,2
pet-owl,pet-monkey,0
pet-owl,pet-penguin,0
pet-owl,pet-poodle,0
pet-owl,pet-rooster,1
pet-owl,pet-skunk,1
pet-owl,pet-squirrel,0
pet-owl,pet-worm,0
pet-owl,pet-chicken,0
pet-owl,pet-cow,1
pet-owl,pet-crocodile,1
pet-owl,pet-eagle,1
pet-owl,pet-goat,1
pet-owl,pet-microbe,0
pet-owl,pet-parrot,2
pet-owl,pet-rhino,1
pet-owl,pet-scorpion,2
pet-owl,pet-seal,1
pet-owl,pet-turkey,2
pet-owl,pet-cat,2
pet-owl,pet-boar,1
pet-owl,pet-dragon,1
pet-owl,pet-fly,2
pet-owl,pet-gorilla,1
pet-owl,pet-leopard,1
pet-owl,pet-mammoth,1
pet-owl,pet-octopus,1
pet-owl,pet-sauropod,1
pet-owl,pet-snake,1
pet-owl,pet-tiger,2
pet-owl,pet-tyrannosaurus,2
pet-owl,pet-dirty-rat,0
pet-owl,pet-butterfly,2
pet-owl,pet-bee,0
pet-owl,pet-none,0
pet-ox,pet-ox,2
pet-ox,pet-puppy,0
pet-ox,pet-rabbit,2
pet-ox,pet-sheep,1
pet-ox,pet-snail,2
pet-ox,pet-tropical-fish,1
pet-ox,pet-turtle,0
pet-ox,pet-whale,1
pet-ox,pet-bison,1
pet-ox,pet-buffalo,1
pet-ox,pet-deer,1
pet-ox,pet-dolphin,1
pet-ox,pet-hippo,1
pet-ox,pet-llama,1
pet-ox,pet-lobster,1
pet-ox,pet-monkey,0
pet-ox,pet-penguin,0
pet-ox,pet-poodle,2
pet-ox,pet-rooster,1
pet-ox,pet-skunk,1
pet-ox,pet-squirrel,2
pet-ox,pet-worm,2
pet-ox,pet-chicken,0
pet-ox,pet-cow,1
pet-ox,pet-crocodile,1
pet-ox,pet-eagle,1
pet-ox,pet-goat,1
pet-ox,pet-microbe,0
pet-ox,pet-parrot,1
pet-ox,pet-rhino,1
pet-ox,pet-scorpion,2
pet-ox,pet-seal,1
pet-ox,pet-turkey,1
pet-ox,pet-cat,1
pet-ox,pet-boar,1
pet-ox,pet-dragon,1
pet-ox,pet-fly,1
pet-ox,pet-gorilla,1
pet-ox,pet-leopard,1
pet-ox,pet-mammoth,1
pet-ox,pet-octopus,1
pet-ox,pet-sauropod,1
pet-ox,pet-snake,1
pet-ox,pet-tiger,1
pet-ox,pet-tyrannosaurus,1
pet-ox,pet-dirty-rat,0
pet-ox,pet-butterfly,2
pet-ox,pet-bee,0
pet-ox,pet-none,0
pet-puppy,pet-puppy,2
pet-puppy,pet-rabbit,1
pet-puppy,pet-sheep,1
pet-puppy,pet-snail,1
pet-puppy,pet-tropical-fish,1
pet-puppy,pet-turtle,1
pet-puppy,pet-whale,1
pet-puppy,pet-bison,1
pet-puppy,pet-buffalo,1
pet-puppy,pet-deer,1
pet-puppy,pet-dolphin,1
pet-puppy,pet-hippo,1
pet-puppy,pet-llama,1
pet-puppy,pet-lobster,1
pet-puppy,pet-monkey,1
pet-puppy,pet-penguin,1
pet-puppy,pet-poodle,1
pet-puppy,pet-rooster,1
pet-puppy,pet-skunk,1
pet-puppy,pet-squirrel,1
pet-puppy,pet-worm,1
pet-puppy,pet-chicken,1
pet-puppy,pet-cow,1
pet-puppy,pet-crocodile,1
pet-puppy,pet-eagle,1
pet-puppy,pet-goat,1
pet-puppy,pet-microbe,2
pet-puppy,pet-parrot,1
pet-puppy,pet-rhino,1
pet-puppy,pet-scorpion,2
pet-puppy,pet-seal,1
pet-puppy,pet-turkey,1
pet-puppy,pet-cat,1
pet-puppy,pet-boar,1
pet-puppy,pet-dragon,1
pet-puppy,pet-fly,1
pet-puppy,pet-gorilla,1
pet-puppy,pet-leopard,1
pet-puppy,pet-mammoth,1
pet-puppy,pet-octopus,1
pet-puppy,pet-sauropod,1
pet-puppy,pet-snake,1
pet-puppy,pet-tiger,1
pet-puppy,pet-tyrannosaurus,1
pet-puppy,pet-dirty-rat,2
pet-puppy,pet-butterfly,2
pet-puppy,pet-bee,2
pet-puppy,pet-none,0
pet-rabbit,pet-rabbit,2
pet-rabbit,pet-sheep,1
pet-rabbit,pet-snail,2
pet-rabbit,pet-tropical-fish,1
pet-rabbit,pet-turtle,0
pet-rabbit,pet-whale,1
pet-rabbit,pet-bison,1
pet-rabbit,pet-buffalo,1
pet-rabbit,pet-deer,1
pet-rabbit,pet-dolphin,1
pet-rabbit,pet-hippo,1
pet-rabbit,pet-llama,1
pet-rabbit,pet-lobster,1
pet-rabbit,pet-monkey,0
pet-rabbit,pet-penguin,0
pet-rabbit,pet-poodle,2
pet-rabbit,pet-rooster,1
pet-rabbit,pet-skunk,1
pet-rabbit,pet-squirrel,2
pet-rabbit,pet-worm,2
pet-rabbit,pet-chicken,0
pet-rabbit,pet-cow,1
pet-rabbit,pet-crocodile,1
pet-rabbit,pet-eagle,1
pet-rabbit,pet-goat,1
pet-rabbit,pet-microbe,0
pet-rabbit,pet-parrot,2
pet-rabbit,pet-rhino,1
pet-rabbit,pet-scorpion,2
pet-rabbit,pet-seal,1
pet-rabbit,pet-turkey,1
pet-rabbit,pet-cat,1
pet-rabbit,pet-boar,1
pet-rabbit,pet-dragon,1
pet-rabbit,pet-fly,1
pet-rabbit,pet-gorilla,1
pet-rabbit,pet-leopard,1
pet-rabbit,pet-mammoth,1
pet-rabbit,pet-octopus,1
pet-rabbit,pet-sauropod,1
pet-rabbit,pet-snake,1
pet-rabbit,pet-tiger,2
pet-rabbit,pet-tyrannosaurus,1
pet-rabbit,pet-dirty-rat,0
pet-rabbit,pet-butterfly,2
pet-rabbit,pet-bee,0
pet-rabbit,pet-none,0
pet-sheep,pet-sheep,2
pet-sheep,pet-snail,0
pet-sheep,pet-tropical-fish,0
pet-sheep,pet-turtle,0
pet-sheep,pet-whale,1
pet-sheep,pet-bison,2
pet-sheep,pet-buffalo,2
pet-sheep,pet-deer,1
pet-sheep,pet-dolphin,1
pet-sheep,pet-hippo,1
pet-sheep,pet-llama,2
pet-sheep,pet-lobster,2
pet-sheep,pet-monkey,0
pet-sheep,pet-penguin,0
pet-sheep,pet-poodle,0
pet-sheep,pet-rooster,2
pet-sheep,pet-skunk,2
pet-sheep,pet-squirrel,0
pet-sheep,pet-worm,0
pet-sheep,pet-chicken,0
pet-sheep,pet-cow,2
pet-sheep,pet-crocodile,2
pet-sheep,pet-eagle,1
pet-sheep,pet-goat,2
pet-sheep,pet-microbe,0
pet-sheep,pet-parrot,0
pet-sheep,pet-rhino,1
pet-sheep,pet-scorpion,0
pet-sheep,pet-seal,1
pet-sheep,pet-turkey,0
pet-sheep,pet-cat,2
pet-sheep,pet-boar,1
pet-sheep,pet-dragon,1
pet-sheep,pet-fly,1
pet-sheep,pet-gorilla,1
pet-sheep,pet-leopard,2
pet-sheep,pet-mammoth,1
pet-sheep,pet-octopus,1
pet-sheep,pet-sauropod,1
pet-sheep,pet-snake,2
pet-sheep,pet-tiger,0
pet-sheep,pet-tyrannosaurus,0
pet-sheep,pet-dirty-rat,0
pet-sheep,pet-butterfly,0
pet-sheep,pet-bee,0
pet-sheep,pet-none,0
pet-snail,pet-snail,2
pet-snail,pet-tropical-fish,1
pet-snail,pet-turtle,0
pet-snail,pet-whale,1
pet-snail,pet-bison,1
pet-snail,pet-buffalo,1
pet-snail,pet-deer,1
pet-snail,pet-dolphin,1
pet-snail,pet-hippo,1
pet-snail,pet-llama,1
pet-snail,pet-lobster,1
pet-snail,pet-monkey,0
pet-snail,pet-penguin,0
pet-snail,pet-poodle,2
pet-snail,pet-rooster,1
pet-snail,pet-skunk,1
pet-snail,pet-squirrel,2
pet-snail,pet-worm,2
pet-snail,pet-chicken,0
pet-snail,pet-cow,1
pet-snail,pet-crocodile,1
pet-snail,pet-eagle,1
pet-snail,pet-goat,1
pet-snail,pet-microbe,0
pet-snail,pet-parrot,1
pet-snail,pet-rhino,1
pet-snail,pet-scorpion,2
pet-snail,pet-seal,1
pet-snail,pet-turkey,1
pet-snail,pet-cat,1
pet-snail,pet-boar,1
pet-snail,pet-dragon,1
pet-snail,pet-fly,1
pet-snail,pet-gorilla,1
pet-snail,pet-leopard,1
pet-snail,pet-mammoth,1
pet-snail,pet-octopus,1
pet-snail,pet-sauropod,1
pet-snail,pet-snake,1
pet-snail,pet-tiger,1
pet-snail,pet-tyrannosaurus,1
pet-snail,pet-dirty-rat,0
pet-snail,pet-butterfly,2
pet-snail,pet-bee,0
pet-snail,pet-none,0
pet-tropical-fish,pet-tropical-fish,2
pet-tropical-fish,pet-turtle,0
pet-tropical-fish,pet-whale,1
pet-tropical-fish,pet-bison,1
pet-tropical-fish,pet-buffalo,1
pet-tropical-fish,pet-deer,1
